"GEOID","NAME","INCOME","PERC_POVERTY","PERC_SNAP","PERC_CAR","PERC_PUBLIC_TRANSIT","PERC_INSURED","PERC_COLLEGE","PERC_FEM_HEAD","PERC_WHITE","PERC_BLACK","PERC_NATIVE","PERC_ASIAN","PERC_HAWAIIAN"
"37081012504","Census Tract 125.04, Guilford County, North Carolina",46958,0.238436123348018,0.148432055749129,0.837181044957473,0.0164034021871203,0.8010456796918,0.668639053254438,0.176079734219269,0.479802143446002,0.43500961802693,0,0,0
"37081012505","Census Tract 125.05, Guilford County, North Carolina",116250,0.0229428634458416,0.00647948164146868,0.82760067114094,0.00419463087248322,0.958031201933641,0.902729384436701,0.0671140939597315,0.91430454845089,0.032520325203252,0.00593276203032301,0.017798286090969,0
"37081012508","Census Tract 125.08, Guilford County, North Carolina",64024,0.0746812386156648,0.0630461922596754,0.84740990990991,0.00506756756756757,0.906193078324226,0.750695825049702,0.0694915254237288,0.879781420765027,0.0683060109289618,0,0.025197328476017,0
"37081012509","Census Tract 125.09, Guilford County, North Carolina",93938,0.0272373540856031,0,0.836490528414756,0,0.952442715088629,0.858996051889453,0.189130434782609,0.877480586712683,0.0647109577221743,0.00431406384814495,0.0474547023295945,0
"37081012510","Census Tract 125.10, Guilford County, North Carolina",121897,0.0329009807023094,0.00568643379366369,0.832771409305462,0,0.962133165036289,0.858131487889273,0.144460028050491,0.889555064689176,0.0552224676554118,0,0.0482802145787315,0.00315556958030925
"37081012511","Census Tract 125.11, Guilford County, North Carolina",105234,0.026685393258427,0.00530888030888031,0.854912764003673,0.0128558310376492,0.974719101123595,0.909533572526909,0.107015457788347,0.94723113964687,0.0290930979133226,0.00682182985553772,0.00922953451043339,0
"37081012601","Census Tract 126.01, Guilford County, North Carolina",33015,0.207832898172324,0.148634635326651,0.760425909494232,0.0289855072463768,0.712264964636881,0.543494241607449,0.370932754880694,0.53304113283884,0.402056641942009,0,0.023937963587323,0
"37081012604","Census Tract 126.04, Guilford County, North Carolina",40566,0.203565830721003,0.313385826771654,0.751633986928105,0.0200435729847495,0.794916911045943,0.472571581482473,0.511214230471771,0.278329275145158,0.579509271399138,0,0.135231316725979,0
"37081012607","Census Tract 126.07, Guilford County, North Carolina",55078,0.0400372439478585,0.0316901408450704,0.864975450081833,0.00736497545008183,0.848230912476723,0.612388250319285,0.238476953907816,0.542222222222222,0.401333333333333,0,0.0408888888888889,0
"37081012608","Census Tract 126.08, Guilford County, North Carolina",26600,0.262128892107169,0.296472831267874,0.698832684824903,0.0568093385214008,0.655085959885387,0.325340246273493,0.400717703349282,0.373925501432665,0.386461318051576,0,0.0537249283667622,0
"37081012609","Census Tract 126.09, Guilford County, North Carolina",50842,0.215738498789346,0.159369527145359,0.741270213264589,0.018748535270682,0.81323706377858,0.516385854471394,0.173393973848778,0.337545126353791,0.47496991576414,0.00637785800240674,0.0975932611311673,0.00276774969915764
"37081012610","Census Tract 126.10, Guilford County, North Carolina",53793,0.25045045045045,0.14441416893733,0.796016483516483,0.00686813186813187,0.723385167464115,0.495508274231678,0.463444857496902,0.278708133971292,0.433612440191388,0.00179425837320574,0.224282296650718,0
"37081012611","Census Tract 126.11, Guilford County, North Carolina",31653,0.271095152603232,0.204220980757294,0.838394793926247,0.0265726681127983,0.745893223819302,0.486452688620258,0.532157676348548,0.319642857142857,0.569132653061225,0.0239795918367347,0.0510204081632653,0
"37081012612","Census Tract 126.12, Guilford County, North Carolina",36980,0.216976633285646,0.180566483084186,0.851227555881275,0.00403078050567974,0.817040216181847,0.559330379123584,0.440813810110974,0.23648859731334,0.646048109965636,0,0.0014058106841612,0
"37081012617","Census Tract 126.17, Guilford County, North Carolina",51982,0.186168660636125,0.227409638554217,0.817788758492897,0.0154416306361952,0.774730084622118,0.517423908248787,0.383050847457627,0.241027137437992,0.557630580682813,0.0131310183834257,0.101254741756638,0
"37081012703","Census Tract 127.03, Guilford County, North Carolina",76500,0.134366925064599,0.137947725072604,0.818532818532819,0.0215113072255929,0.809646856158484,0.71359370269452,0.391224862888483,0.54349698535745,0.378337639965547,0,0.0454349698535745,0
"37081012704","Census Tract 127.04, Guilford County, North Carolina",33207,0.31260457334077,0.281206171107994,0.746188340807175,0.0197309417040359,0.714723926380368,0.360018091361375,0.387539598732841,0.246170983013088,0.455583402951824,0.00362016151489836,0.157059314954052,0
"37081012705","Census Tract 127.05, Guilford County, North Carolina",28125,0.396586635811397,0.243033052495139,0.872601688411358,0.044512663085188,0.864066532836249,0.484375,0.624553039332539,0.0263837109262977,0.905649555491827,0,0.00229423573272154,0
"37081012706","Census Tract 127.06, Guilford County, North Carolina",22308,0.421626674976628,0.438419829589466,0.688014638609332,0.0256175663311985,0.81377151799687,0.387487386478305,0.643610785463071,0.0648866811549208,0.850667494566905,0,0.00248370071406396,0.0266997826761875
"37081012707","Census Tract 127.07, Guilford County, North Carolina",26311,0.39840470193115,0.316122233930453,0.798143851508121,0.0696055684454756,0.791038525963149,0.39917976760082,0.575284090909091,0.157453936348409,0.765075376884422,0,0,0
